Timestamp,I am 18+ and consent to take part. I understand anomymised data will be published openly,Please enter your prolific ID (this is required to receive payment),Which of the following best describes your current work status? ,"Do you use any AI-powered tools or features in your work or daily life?  (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search)? ","How often do you use digital or AI-powered tools (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search) in your daily life? ",Using AI tools influences my emotional state. ,I sometimes feel emotionally flat or neutral after using AI-powered tools. ,I feel more emotionally drained after long or repeated use of AI tools ,AI tools sometimes give me a sense of relief or support when I feel overloaded. ,My mood can shift quickly during or after using AI tools and chats. ,Using AI-powered tools influences how I see myself and my abilities. ,I sometimes question what is genuinely “mine” versus shaped by suggestions from AI tools. ,AI tools affect how authentic my work or ideas feel. ,I sometimes feel less connected to my real self when I rely heavily on AI tools. ,I worry that regular use of AI systems may blur or weaken parts of my identity. ,AI tools influence how creative I feel. ,I rely on AI tools to spark ideas or creative directions. ,My creative work feels less original when AI tools are involved. ,AI tools help me express ideas more clearly or fluidly. ,AI tools make creative work easier but sometimes less meaningful. ,AI systems influence the way I think internally. ,They affect how deeply I engage with my own thoughts. ,They shape what I focus on or pay attention to. ,They influence how I process problems or decisions. ,AI systems affect my sense of meaning or purpose in some tasks. ,I use AI tools to check whether my thoughts or opinions are correct. ,I use AI tools in ways that reinforce my existing beliefs about a topic. ,I rely on AI tools to help me evaluate or question my thinking. ,I rely on digital tools or AI to validate my thinking rather than explore alternative perspectives.  ,AI tools influence how meaningful certain tasks or activities feel. ,Relying on AI systems can make me feel less connected to my core values. ,"AI systems sometimes affect my sense of authenticity in how I think, work, or express myself ",How have AI tools influenced your emotions or inner experience? ,How have AI tools influenced your creativity or originality? ,What is your age group?,Country of residence,Which of the following best describes your gender?
19/11/2025 19:28:27,Yes,691254ee523d2a287bd70286,Employed full time,Yes,Everyday,5,2,2,6,4,5,4,6,5,4,6,7,7,7,7,3,3,4,2,3,7,7,7,5,5,2,1,Not much has changed since using ai,It amplifies my creativity and originality by logically structuring things for me ,35 - 44,Australia,Man
19/11/2025 19:28:28,Yes,5c658ef1085e6a0001fec464,Other,Yes,Sometimes,5,1,4,5,2,1,1,1,1,1,4,4,1,3,3,3,2,4,4,2,2,1,2,1,1,1,1,In similar ways as another human can influence my emotions.,"They can give different ideas, but so can other humans.",55 - 65,Canada,Woman
19/11/2025 19:28:28,Yes,6917055faf7d1cfb4ddf5e32,Employed full time,Yes,Everyday,2,2,2,6,1,2,2,1,2,2,2,1,2,6,5,2,2,1,2,1,2,4,6,3,2,1,1,AI use has made me feel calmer when dealing with complex matter as information is easily found,They have opened a new world of possibilities. They have positively influenced my creativity,35 - 44,Ireland,Man
19/11/2025 19:28:45,Yes,56d56e550b5634000bdc5703,Employed full time,Yes,Very often,3,1,2,5,2,1,2,1,1,2,4,5,2,5,3,2,2,3,2,1,3,3,2,1,1,1,2,"I dont think they really have, they have not really changed my emotions much at all when using them","Ai tool have helped to assist me in creativity, i feel it has enhanced my creativity and helped me explore further options and think more outside the box",45 - 54,UK,Man
19/11/2025 19:28:59,Yes,66d63bf354de4c20d9369e20,Employed full time,Yes,Sometimes,3,2,2,4,2,3,3,2,3,2,5,6,3,3,2,2,3,1,3,2,1,3,5,5,4,3,2,3,"I shared a poem I wrote a long time ago, and Claude said it was good and he liked it.",45 - 54,US,Man
19/11/2025 19:29:00,Yes,5e80a85916cd8c000ad9cd65,Employed full time,Yes,Everyday,5,2,1,6,5,6,7,7,4,6,4,4,5,4,6,5,3,3,5,6,7,5,5,3,3,2,5,"AI tools can influence me emotionally, depending on what I am using them for. For instance, if I am using AI to help me with a psychological issue, it can affect me to a large extent. ","While I feel that, overall, AI has helped express and implement what I have in my mind in regards to creative expression, I also tend to feel lazy and undeserving using it. ",35 - 44,US,Man
19/11/2025 19:29:01,Yes,656e03a1539622d0826d2e90,Employed full time,Yes,Occasionally,2,1,1,4,2,4,1,3,4,7,5,6,3,5,7,2,1,1,4,1,6,1,2,1,6,7,1,"It's a double edged sword, they can help me be more productive which makes me feel happy and confident in my abilities. At the same time, if I use them too much it can make me feel frustrated or too disconnected from the work I'm doing.","When I'm stuck or need inspiration on a task, I can use AI tools for ideation or as a ""soundboard"" of sorts to clear my head and figure out the best path forward.",25 - 34,Canada,Man
19/11/2025 19:29:08,Yes,5bddfba7712eb800010d3a61,Self-employed / freelance,Yes,Very often,6,4,4,6,6,6,7,7,7,6,5,6,7,5,6,6,7,6,7,6,6,6,5,4,6,7,7,It makes me feel less authentic when using them ,It helped elaborate new ideas ,55 - 65,UK,Woman
19/11/2025 19:29:21,Yes,663afb4c74805516d7983f27,Employed full time,Yes,Very often,4,2,2,4,2,2,1,6,2,1,2,7,5,1,7,1,1,7,1,1,5,6,4,4,3,1,1,Not at all.,They have helped steer me in the a new direction a few times.,45 - 54,US,Woman
19/11/2025 19:29:40,Yes,5ef08aa7177a735c78ffbf40,Self-employed / freelance,Yes,Everyday,5,2,1,6,6,5,3,3,1,1,3,2,4,5,4,5,5,5,6,3,5,5,6,3,3,2,3,I have used AI to gain a deeper understanding of my emotions and help communicate my feelings in a way that makes sense,I have used AI to help with Logo design and descriptions which make work easier ,18 - 24,UK,Man
19/11/2025 19:29:48,Yes,6914e22af70f8fe21f53b3e7,Not currently working,No,Never,2,3,1,4,4,3,3,5,4,5,4,1,5,4,5,4,5,2,1,3,4,5,5,5,3,6,6,"Since I don't really use AI tools, I don't  think they would make me change my emotions or inner experience","I doubt they would change my creativity or originality, I sure hope so",55 - 65,Canada,Woman
19/11/2025 19:29:50,Yes,5f61d21514125a04c73a2142,Employed full time,Yes,Rarely,4,3,3,3,3,4,3,5,5,5,5,3,4,3,5,2,3,3,3,3,3,4,3,4,5,4,5,I feel a little soulless and disappointed when I use AI tools sometimes,"It can feel  a little stifling to use AI at times, when it doesnt feel like me",25 - 34,Australia,Man
19/11/2025 19:29:59,Yes,680e83f83ac5b9a79ceafde8,Employed part-time,Yes,Often,5,5,2,3,2,3,1,4,3,2,5,7,5,7,7,4,4,4,5,5,6,6,6,5,6,4,5,Help to reinforce my thought,"Express easily
",55 - 65,UK,Woman
19/11/2025 19:30:00,Yes,67580f69a9a3cb759240904b,Employed part-time,Yes,Everyday,1,2,3,2,2,1,2,1,1,1,4,4,4,3,6,1,1,1,3,1,2,5,6,5,3,1,2,"Like any screen use, can be draining if overused",Helps with feedback but isn’t very good at it; it really isn’t creative,45 - 54,UK,Man
19/11/2025 19:30:02,Yes,5680383ac5767f000d1c7e77,Self-employed / freelance,Yes,Often,2,2,2,5,2,2,2,4,2,1,6,7,4,6,6,3,2,2,3,2,5,6,5,5,6,2,2,they haven't,I like to use ai tools to brainstorm. I can get a better picture of my ideas using it,45 - 54,UK,Woman
19/11/2025 19:30:03,Yes,67afa55fbc4aa45a19e07e11,Employed part-time,Yes,Often,5,7,2,6,1,1,2,3,2,4,3,1,6,6,5,4,2,2,1,2,4,6,2,1,5,7,4,"AI tools have sometimes evoked feelings of frustration due to their manner of responding during interactions. Other times, they make me feel very confident about my thinking, especially when their responses are similar to what I had thought was the correct answer.","In certain areas, AI tools have helped me develop original and authentic ideas. This has been achieved by asking the tools to assess whether the ideas are similar to those that other people have come up with. The tools have helped improve creativity by providing insights on how to make innovations look better.",25 - 34,US,Man
19/11/2025 19:30:08,Yes,5d9b7c7efaa2860364b16476,Employed full time,Yes,Everyday,7,2,1,7,6,6,1,2,1,2,6,7,1,7,3,6,2,7,6,6,7,6,5,5,6,1,2,I feel good using AI tools. It influenced my mind using easy and quickly solution for me in work.,It increased my creativity or originality because what I was I am thinking sometime I can not express that but when I took help from AI it generates the idea properly I was trying to do.,35 - 44,US,Man
19/11/2025 19:30:09,Yes,5c093a3f600aff0001d7002c,Self-employed / freelance,Yes,Very often,1,4,5,4,1,6,5,7,1,1,1,7,4,7,2,1,1,1,4,1,7,6,4,2,1,1,1,AI has helped me work through my problems in a logical way especially when I cannot figure out why I feel emotional about certain things. It provides me with comfort on understanding what it could be and help with my thought processing on how to deal with it.,"AI has helped me articulate things much better and organise my ideas and thoughts in a logical work. Also, it has help broaden my knowledge and gaps that I may have missed in my thinking.",45 - 54,Australia,Man
19/11/2025 19:30:12,Yes,6580b703bb0ff372f179abc7,Employed part-time,Yes,Often,5,6,3,5,3,6,4,2,2,2,4,7,4,6,4,5,4,6,6,6,6,6,6,6,4,3,2,positively because it gives me a defined answer rather than searching in a void and feeling depressed ,Heavily for example my papers use ai to check for grammar errors,25 - 34,Canada,Man
19/11/2025 19:30:15,Yes,67a929fca6f522114c6bdec7,Employed full time,Yes,Everyday,5,6,6,7,4,5,6,7,6,7,7,7,3,6,7,3,6,5,6,6,2,7,3,6,6,3,7,they have made me feel less authentic,they have opened up ideas to me that I would never have thought of,35 - 44,UK,Woman
19/11/2025 19:30:18,Yes,661770012a3c83b4bdaff645,Self-employed / freelance,Yes,Sometimes,4,2,2,3,3,5,2,4,6,2,7,5,4,5,5,4,5,3,6,4,7,5,5,2,5,1,3,They influenced my emotions because they make me feel happier when I'm trying to do a task and I use AI and my tasks seems more complete and higher quality because of AI.,Using AI has helped me be more creative when writing stuff and adding context to various projects. It adds more character and life to it.,35 - 44,US,Man
19/11/2025 19:30:19,Yes,66d29886c53f1949f8275cba,Self-employed / freelance,Yes,Rarely,5,1,1,5,6,6,7,7,5,4,7,4,6,5,4,1,5,4,3,5,1,1,5,5,6,4,6,They've actually made me happier.,They've become one of the main sources of my answers and how i get things done.,25 - 34,Canada,Man
19/11/2025 19:30:24,Yes,677b8e386966144d94556597,Employed full time,Yes,Often,4,4,3,5,4,5,3,3,3,3,6,6,2,6,3,2,2,5,6,5,6,4,6,3,4,2,2,AI is a tool so it has not influenced my emotions as they are determined by real life events,AI has helped me to generate ideas so has sparked my creativity ,45 - 54,UK,Man
19/11/2025 19:30:25,Yes,5eb162b0dc71ec243a783edc,Not currently working,No,Rarely,1,1,4,1,1,1,1,1,1,6,1,1,6,1,4,1,1,1,3,4,1,1,1,1,1,4,2,they haven`t,they haven`t,45 - 54,UK,Woman
19/11/2025 19:30:28,Yes,6912c8171c9874b36c0076fc,Employed full time,Yes,Everyday,4,1,1,7,1,1,1,1,1,1,6,5,1,6,1,1,1,5,5,1,2,4,3,4,1,1,1,They haven’t ,They help spark ideas ,35 - 44,Australia,Woman
19/11/2025 19:30:37,Yes,655b66a54fed8fea8a342e40,Employed full time,Yes,Often,2,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,3,2,They don't influence my emotions. AI it's just a tool.,"They provide some input to it, but the creativity is still coming from me.",35 - 44,Australia,Man
19/11/2025 19:30:39,Yes,66c6abd531937c73ad684393,Not currently working,No,Rarely,2,4,4,3,4,4,6,3,5,6,5,2,6,3,5,5,5,2,4,5,1,3,1,2,4,6,5,I find it strange using a robot program and using things like ChatGPT make me feel less connected with human interaction ,I worry that ideas aren’t being created by humans and makes me wonder what other things are being created by AI,18 - 24,Australia,Woman
19/11/2025 19:30:41,Yes,66d3a5e51d00a637d549445b,Employed full time,Yes,Everyday,1,1,1,5,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,3,1,1,1,1,1,2,It hasn't influenced my emotions or inner experience,It sometimes helps express ideas in the form of diagrams ,35 - 44,UK,Woman
19/11/2025 19:30:44,Yes,60e1959fefaff59bfc53c1c1,Employed full time,Yes,Sometimes,3,5,6,4,4,2,5,5,4,6,5,5,6,6,6,3,4,5,5,5,5,5,5,5,4,5,5,By seeing photos or videos then funding out they rentxreal,Creation of a song it's not my work,45 - 54,UK,Woman
19/11/2025 19:30:49,Yes,670c17df0a4788241bf1835c,Not currently working,Yes,Very often,5,1,1,6,7,6,3,6,2,1,6,7,2,6,4,5,6,7,7,4,7,7,6,5,6,1,1,AI has made my emotions happier by helping solve tasks that other wise would have been more taxing ,AI has made me more productive and given more exciting approach in what I am interested in,55 - 65,UK,Man
19/11/2025 19:30:50,Yes,67ca186a24b457bfdaaf46cb,Employed full time,Yes,Often,2,5,1,7,1,4,4,4,4,4,5,6,3,6,4,5,4,6,5,3,6,3,5,4,5,3,5,"AI tools sometimes make certain tasks feel easier or less stressful, but they can also make me feel a bit detached when I rely on them too much. Overall, they streamline my work but occasionally make the process feel less personal.","They help spark ideas and offer new directions I might not have considered, but I still feel that my own input shapes the final outcome. AI can boost creativity, though I’m sometimes aware that it may influence the originality of what I create.",35 - 44,US,Man
19/11/2025 19:30:50,Yes,6310A5C786D2ABDA637997C0,Self-employed / freelance,Yes,Very often,5,3,2,6,6,6,4,4,3,3,6,6,3,6,3,5,4,5,4,5,6,5,4,4,5,3,3,They often give a quick answer so sometimes the AI tools minis me ruminating on things.,Yes they have enhanced my creativity as I use them to help me provide curated answers or edit and generate imagery.,35 - 44,UK,Man
19/11/2025 19:30:51,Yes,60d3afb270acd4c054ae36d9,Employed part-time,Yes,Very often,4,3,4,6,4,3,3,5,5,3,5,7,3,7,6,3,3,3,3,3,5,6,7,3,4,3,4,Not much affect ,Helped spark ideas ,35 - 44,US,Woman
19/11/2025 19:30:54,Yes,654e42ed750e4e81219b2c0e,Employed full time,Yes,Often,6,2,2,7,4,5,2,3,2,1,3,3,1,7,4,4,4,3,4,2,6,6,6,3,4,1,2,"I have used AI to talk through a situation I am going through with another person. I was getting upset, and my knee-jerk reaction was to pull back, but I didn't want this to have a knock-on effect and end the friendship. I talked through my fears and gave the AI precise examples, and they reflected them to me in a way that ultimately gave me hope that, although the friendship may be evolving, it doesn't have to end. It gave me the clarity I couldn't see, as I was too close to the situation; this, in turn, calmed my fears. ","So far, I haven't found AI to be especially creative or original, but maybe I haven't used it in a way that lets it show off its talents. It can repeat my own ideas back to me, not in a way that claims them as its own, but more as a reminder of what I have previously done, e.g., ....like the time you did such and such. I have used it, or tried to use it, to show me what my kitchen would look like with budget improvements, but it wasn't successful as it changed the shape, moved cupboards that couldn't be moved and so on. ",55 - 65,UK,Woman
19/11/2025 19:30:58,Yes,663298e9fb8d4ab0415f49fb,Self-employed / freelance,Yes,Often,1,1,3,2,1,2,3,3,1,2,2,2,6,3,7,1,1,1,1,1,3,2,1,1,7,3,2,"After idea generation, I sometimes question what parts of an idea are mine and which was generated by the AI, before I even ask the AI to take the step to actually generate a product.","Not much. Sometimes I use AI to write about my work, or help brainstorm ideas, but I typically execute the concept myself, and refine with AI it after the fact.",45 - 54,US,Man
19/11/2025 19:31:01,Yes,60f816ff1fa74fcfab532378,Self-employed / freelance,Yes,Rarely,3,5,5,3,4,1,1,1,4,3,7,2,3,7,2,2,1,6,7,3,2,5,5,4,3,2,2,"I don't tend to think of AI tools as influencing my emotions or inner experience. I am very strong and confident in what I believe in, how I think and feel about myself and what I allow to penetrate my peace of mind and what I can easily deflect. I don't think the tools have affected me particularly, I enjoy discussing topics that can help shape my ideas or cement them or challenge them a little but I never feel a reaction strong enough to suggest I need to change my emotions in any way. ",I'm not a creative person but I sometimes need to complete creative tasks so I enjoy having the help and the guidance. I would never question the originality or how much I own something if AI has helped generate it and helped me edit it. You still need a concept from your own thoughts to get the ball rolling and you still need to give pointers and critique so it helps creativity but I don't feel it compromises originality or ownership. ,25 - 34,UK,Woman
19/11/2025 19:31:03,Yes,5d801f81d252d7001c835ce3,Employed full time,Yes,Sometimes,5,5,5,4,5,1,1,5,5,1,5,3,2,6,2,4,1,5,5,1,5,4,5,1,2,1,2,"AI systems are prone to misunderstanding and providing irrelevant results, which results in wasted time. As such, they often make me frustrated and mildly angry. ",They have influenced my creativity to a small extent as they can create from my imagination what I cannot create with my own hands whether manually or with graphic design software.,35 - 44,Canada,Man
19/11/2025 19:31:04,Yes,676572d1818b3b26ca9f6ce2,Employed full time,Yes,Everyday,3,2,2,6,2,4,2,2,3,2,3,4,4,4,3,3,3,3,5,5,6,2,7,6,6,3,2,AI has being good and useful in my daily life have no influence over my emotions ,AI has influenced my creativity by making work faster ,25 - 34,UK,Man
19/11/2025 19:31:11,Yes,6393a08fff31ea48f8ca7096,Employed full time,Yes,Often,3,2,2,3,3,5,6,5,3,3,5,4,5,6,5,2,2,3,2,2,2,5,5,5,5,6,6,Possibly heightened my emotions when I am reading their responses.,Possibly lessened my originality because I have tended to rely on their input.,Over 65,Australia,Woman
19/11/2025 19:31:11,Yes,6708a7929c3e7944d85b6148,Employed full time,Yes,Often,3,2,2,3,2,1,2,2,2,3,3,6,3,4,3,3,2,4,4,2,5,4,5,3,4,2,2,"Not often, but when they do, it's because I'm searching for answers that I'm not able to get and when AI helps me get to the answers I need, there is a strong sense of relief. ","In this regard, it's great for bouncing off story ideas and utilizing editing to improve stories. ",55 - 65,US,Man
19/11/2025 19:31:15,Yes,5ef87f91d8ef24028d6da70c,Not currently working,No,Rarely,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,Not at all. I rarely use them.,"Only slightly, when I've plugged in information for fun and it spit out something I found useful.",55 - 65,Canada,Woman
19/11/2025 19:31:22,Yes,691374bfbcdb4ef3a16939f3,Employed full time,Yes,Often,3,3,5,5,4,2,2,1,1,2,5,6,6,5,6,4,5,6,6,5,4,3,2,2,5,2,3,I tend to use AI to ask about facts or recommendations and instructions and not so much on opinion. So it has not influenced my emotions in any way.,Yes most times I tend to go to chatgpt to draft an email rather than creatively writing it myself so yes it has reduced my originality a bit,35 - 44,Canada,Woman
19/11/2025 19:31:22,Yes,668b82c13307a88530a2d4fc,Not currently working,Yes,Occasionally,4,3,3,5,4,3,5,5,6,6,5,6,6,5,5,4,5,5,5,4,4,5,4,3,4,6,5,Sometimes it’s hard to distinguish in a final document what’s my feelings vs what AI produces ,I try to use AI as a thought starter and then add my own thoughts to it ,Over 65,Australia,Woman
19/11/2025 19:31:25,Yes,662c1b87d84d0f2111bb3a56,Self-employed / freelance,Yes,Sometimes,3,3,2,5,3,3,2,2,2,1,5,2,2,4,4,2,2,1,3,2,1,2,2,2,3,3,3,"Some AI responses can be somewhat jarring, either in their lack of the ability to pick up on a certain emotion or nuance, or sometimes by how elisenoll@gmail.compathetic they really seem! Both kind of trip me up and stun me for a second. ","AI is good at providing a general theme or idea that you can add the details to. For instance, I asked AI for an idea for a fantasy novel, and it provided a couple sentences describing the world I could write about and potential themes and problems that could arise. AI is also really good for organizing ideas -  when there are too many loose ends running around in my head and it becomes overwhelming to think about, I like to bring it all to AI to help with organization and clarity. ",35 - 44,US,Woman
19/11/2025 19:31:27,Yes,5df967d2f6191f6e87b236e6,Employed full time,Yes,Often,1,7,1,4,7,1,1,1,1,1,1,4,1,7,1,3,1,1,1,1,6,1,4,4,3,1,1,"They don't, they are purely tools",they help me become more creative and open up more posibilities in terms of thinking,25 - 34,US,Man
19/11/2025 19:31:28,Yes,63bb79aed472669f48be40cd,Employed part-time,Yes,Everyday,1,1,1,5,4,2,2,2,2,2,2,2,2,6,2,2,2,5,5,2,2,2,2,2,2,2,2,they dont they help clarify my thinking,"not at all, used more as a wall to bounce ideas off",35 - 44,Australia,Woman
19/11/2025 19:31:33,Yes,61115cb06d209a61332f25d1,Employed full time,Yes,Everyday,4,1,2,5,4,5,2,2,1,1,2,6,2,7,4,5,4,6,6,3,6,6,7,2,4,1,1,I genuinely feel that AI has become a personal therapist with the ease of use and without worrying about judgement ,It has helped me bring my ideas to life ,45 - 54,Canada,Man
