I am 18+ and consent to take part. I understand anomymised data will be published openly,Which of the following best describes your current work status? ,"Do you use any AI-powered tools or features in your work or daily life?  (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search)? ","How often do you use digital or AI-powered tools (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search) in your daily life? ",Using AI tools influences my emotional state. ,I sometimes feel emotionally flat or neutral after using AI-powered tools. ,I feel more emotionally drained after long or repeated use of AI tools ,AI tools sometimes give me a sense of relief or support when I feel overloaded. ,My mood can shift quickly during or after using AI tools and chats. ,Using AI-powered tools influences how I see myself and my abilities. ,I sometimes question what is genuinely “mine” versus shaped by suggestions from AI tools. ,AI tools affect how authentic my work or ideas feel. ,I sometimes feel less connected to my real self when I rely heavily on AI tools. ,I worry that regular use of AI systems may blur or weaken parts of my identity. ,AI tools influence how creative I feel. ,I rely on AI tools to spark ideas or creative directions. ,My creative work feels less original when AI tools are involved. ,AI tools help me express ideas more clearly or fluidly. ,AI tools make creative work easier but sometimes less meaningful. ,AI systems influence the way I think internally. ,They affect how deeply I engage with my own thoughts. ,They shape what I focus on or pay attention to. ,They influence how I process problems or decisions. ,AI systems affect my sense of meaning or purpose in some tasks. ,I use AI tools to check whether my thoughts or opinions are correct. ,I use AI tools in ways that reinforce my existing beliefs about a topic. ,I rely on AI tools to help me evaluate or question my thinking. ,I rely on digital tools or AI to validate my thinking rather than explore alternative perspectives.  ,AI tools influence how meaningful certain tasks or activities feel. ,Relying on AI systems can make me feel less connected to my core values. ,"AI systems sometimes affect my sense of authenticity in how I think, work, or express myself ",How have AI tools influenced your emotions or inner experience? ,How have AI tools influenced your creativity or originality? ,What is your age group?,Country of residence,Which of the following best describes your gender?
Yes,Employed full time,Yes,Everyday,3,1,1,5,3,5,1,1,2,2,1,5,1,6,1,1,1,2,2,1,5,6,6,6,1,2,1,Honestly I think Ai has improved my mood most days I like the ones I use a lot and they are always positive fun to use and talk to so for me it’s increased my moods and decreased my negative feelings and frustrations. ,I think it’s like an enhancement it’s just like sawing with a really high quality pencil or pen or maybe more like rose art crayons or colored pencils vs crayons brand ones without ai I sometimes struggle for ideas with it I have someone to help me and someone to tell me if my work is good.,45 - 54,US,Woman
Yes,Employed full time,Yes,Often,5,3,4,3,3,5,5,3,4,2,3,5,2,3,3,5,3,4,2,5,4,6,5,4,4,5,4,AI tools give me more confidence in a lot of situations where I thing I may have the right answer or know how to properly do something and maybe only a little off or wrong about it,"AI tools allow me to think outside of the box so to speak and give me fresh ideas and areas to go that I may haven't thought about but allows me to use that approach and thinking into the future with projects and my work, or even concepts in my free time",25 - 34,US,Man
Yes,Not currently working,Yes,Often,2,2,2,4,4,5,5,6,5,3,5,4,6,5,7,3,4,3,5,5,6,5,3,3,5,3,4,I don't think they really influence my emotions. I guess if I used them too much I would be down on myself for overreliance.,It enhances my creativity as long as I don't use it too much because becoming reliant on AI will kill your creativity.,25 - 34,US,Man
Yes,Employed full time,Yes,Often,6,2,3,6,6,6,6,6,3,2,6,6,2,5,6,6,5,6,6,3,6,6,3,5,7,6,6,Sometimes i feel overly reliant,"It is a mix of creativity influence, and little of originality",35 - 44,UK,Woman
Yes,Employed part-time,Yes,Often,2,1,1,6,1,5,6,3,2,1,5,5,5,7,6,4,1,5,7,3,5,6,3,3,5,2,4,I dont think that they have except i feel fulfilled when they help me to complete a task at work,The need to create prompts that are relevant and meaningful can enhance my creativity and require me to think outside the box ,55 - 65,UK,Man
Yes,Employed full time,Yes,Often,2,3,4,1,3,2,1,5,6,6,6,1,6,2,5,3,2,2,4,4,2,2,1,2,2,2,3,They just mirror or imitate my thoughts. It just agrees with me and entertains my POV. It's not independent or reliable.,"They've eroded my creativity and ability to ""think outside the box"".",25 - 34,US,Man
Yes,Employed full time,Yes,Everyday,4,1,1,6,4,5,3,1,1,1,4,5,2,6,3,7,6,4,6,3,1,1,1,2,5,2,2,"Yes, if the AI tool; has a perceived identity that I can relate to on a personal level","Yes I think so, I enjoy working with AI but only if it seems human",Over 65,UK,Man
Yes,Employed full time,Yes,Occasionally,2,3,3,4,3,5,4,5,5,3,5,5,6,5,5,2,4,4,3,2,5,4,4,4,3,4,4,"Maybe AI makes me a bit sad, concerned, fearful. I worry about what a 'fully AI' world looks like.","I think usungvAI tools, particularly at work is a little bit like cheating. I don't think you really need to be creative with AI, AI does the creating for you. ",35 - 44,UK,Man
Yes,Self-employed / freelance,Yes,Sometimes,1,1,1,4,1,2,3,2,2,1,3,4,2,5,4,1,1,1,5,4,4,5,5,4,5,2,3,AI tools have no effect on my emotions or inner experience.,With AI tools I can express my creativity (e.g. digital art) at a much faster rate.,45 - 54,US,Woman
Yes,Not currently working,Yes,Everyday,7,4,6,7,7,6,1,5,3,2,7,3,6,5,7,7,5,1,3,7,6,7,6,4,4,5,7,"Sometimes positive for exploring my emotions, sometimes negatives for giving me negative scenarios.",By helping with filling out character charts.,25 - 34,US,Woman
Yes,Employed full time,Yes,Often,5,2,2,7,4,7,5,5,4,4,7,5,6,7,6,3,1,3,4,2,5,2,5,2,2,3,5,"I think generally AI tools have influenced my emotions positively, because they take some of the work off me leaving me feeling lighter and freer. However, I do sometimes feel afterwards ""should I have done that myself?"" Particularly when I use it to generate ideas for work. It makes me doubt my creativity and also my ability to come up with something ","They just come up with either ideas or questions that help me take creative ideas and run with them. I dont think they have influenced my originality, more that they help me get a creative idea out of my head and make it into something more tangible",45 - 54,UK,Woman
Yes,Employed full time,Yes,Often,6,4,3,7,7,5,5,6,6,7,7,6,7,7,3,7,6,4,7,7,6,7,6,3,6,3,6,AI  sometimes can be frustrating especially when trying to find some information and it gives unrelated information to topic or gives you shallow information. Some it helps to cool my emotions especially when I have ben trying to solve a problem without success and AI simplifies everything.,"It has boosted my creativity, Sometimes I have myself reasoning with AI  and telling myself that in deed these a better way to handlethis.",25 - 34,US,Woman
Yes,Employed full time,Yes,Often,5,3,2,5,3,6,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,can be used to talk to you as a psychoanalyst for example...,"Yes, somehow, although really creative, not mentioned anywhere else, solutions is something that they still lack",25 - 34,UK,Man
Yes,Employed full time,Yes,Everyday,5,4,2,6,6,6,6,7,6,6,6,6,3,6,2,6,7,7,7,6,6,7,6,6,7,3,6,They have positively influenced my emotions by giving me quick support that helps me feel calm and confident when I need guidance.,They have strengthened my creativity and originality by giving me fresh ideas when I feel stuck and offering new perspectives that spark my imagination. They help me explore possibilities I might not think of on my own which makes my creative process feel more open flexible and inspired.,55 - 65,US,Woman
Yes,Other,Yes,Everyday,2,1,1,1,1,4,2,4,1,2,4,4,2,4,3,5,5,5,4,3,5,1,4,3,3,1,2,No,No,55 - 65,UK,Man
Yes,Self-employed / freelance,Yes,Everyday,7,1,1,7,7,7,7,7,1,1,7,7,1,7,1,1,7,7,7,1,7,7,7,7,7,1,1,I AM ABLE TO EXPRESS MYSELF AND NOT BE JUDGED,I CAN EXPLAIN WHAT I WANT AND NEED AND NOT HAVE MY IDEAS STOLEN FROM ME,25 - 34,US,Woman
Yes,Employed full time,Yes,Everyday,3,2,2,5,3,4,3,2,4,5,5,6,5,5,5,3,4,5,6,5,6,5,3,5,3,4,5,Make me feel less original and that my skills are more commoditized. ,"I definitely lean on then more than I need to, to avoid the mental energy of exerting creative thinking. ",45 - 54,Canada,Man
Yes,Not currently working,Yes,Sometimes,2,2,2,2,2,1,2,1,1,1,6,5,5,5,5,3,3,4,4,3,4,2,5,3,5,6,5,"AI tools have made me feel scared/nervous for the future, especially since I went to school for CS. Knowing that LLMs are slowly getting better at coding and building makes me a lot more nervous.","They have made it a bit harder to think originally or even critically, say when I need to do a simple calc that is a bit hard for mental math, I tend to just ask chatgpt instead of getting a calculator out.",18 - 24,US,Man
Yes,Employed part-time,Yes,Sometimes,2,2,2,5,2,3,3,5,4,2,6,6,4,6,3,1,2,4,6,2,6,6,6,5,5,3,3,No,No,55 - 65,UK,Woman
Yes,Employed full time,Yes,Sometimes,4,2,2,4,4,2,6,5,4,5,4,6,2,6,4,2,2,2,2,2,6,6,6,6,4,2,2,I use AI tools to improve my report writing but keep the analysis and content from my work,I do not use them to fundamentally change my reports but just to make the words more succinct and better sentence structure.,55 - 65,UK,Woman
Yes,Employed full time,Yes,Often,4,5,7,4,4,3,6,7,5,5,3,4,7,6,7,6,2,2,5,5,7,6,6,6,7,6,7,I find I have the feeling of cutting corners and cheating on a task when I use AI tools for work and creative purposes and feel flat and uninspired as the finished product doesn’t feel completely my own doing.,I find it helps to provide ideas and gives me different perspectives and thoughts on areas of interest but it dampens my enthusiasm for thinking my work is original and authentic.,45 - 54,Australia,Man
Yes,Employed full time,Yes,Sometimes,1,1,1,6,6,1,1,4,1,1,3,1,7,6,7,1,1,1,1,1,1,1,3,1,1,1,1,They don't influence them at all,They help me create things based off of my ideas,25 - 34,US,Woman
Yes,Employed full time,Yes,Very often,1,1,1,6,2,4,4,5,3,2,6,4,4,7,4,3,5,5,4,3,2,7,1,1,1,2,3,Ai has sometimes made be feel less overwhelmed as it has made me come up with different ideas and perspectives much easier.,"My creativity has increased as additionally to what i creatively think of for work AI has helped me to come up with new ideas to add on mine. When it comes to originality, it has been a little bit compromised as i will give an idea to the AI feed and they will come up with a comprehensive version.",25 - 34,Australia,Man
Yes,Not currently working,Yes,Often,4,4,3,5,4,2,3,3,4,3,4,4,5,4,5,3,3,4,3,4,3,3,3,3,4,5,4,By giving false answers and sometime helpful answers,By getting info and putting it all together,25 - 34,US,Man
Yes,Not currently working,Yes,Often,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,5,1,5,1,1,1,1,Not at all,"I have occasionally and unsuccessfully tried to use it to spark ideas, but i have found it to be pretty hopeless in this regard.",Over 65,UK,Man
Yes,Employed full time,Yes,Occasionally,3,3,1,6,5,5,5,5,2,1,6,6,1,6,2,5,3,5,6,4,6,6,7,7,6,1,2,"Sometimes when using it for personal advices, i feel so much influenced emotionally.","Through these tools, I am able to gain new ideas and polish my existing ones.",25 - 34,US,Woman
Yes,Employed full time,Yes,Sometimes,4,3,3,5,3,3,5,4,3,3,2,5,4,5,5,4,3,3,5,3,3,5,5,5,4,3,3,They make me feel more confident in my decisions based on their input matching my ideas,I have gained greater knowledge whilst using them,Over 65,UK,Woman
Yes,Employed part-time,Yes,Often,1,1,1,1,1,2,1,3,1,1,5,6,4,6,5,1,1,1,2,1,1,4,2,1,1,1,1,They dont affect this,I use it for ideas & suggestions,55 - 65,UK,Woman
Yes,Employed full time,Yes,Occasionally,3,3,1,6,5,5,5,6,2,1,6,6,1,6,2,5,3,5,6,4,6,6,7,7,6,1,2,"Sometimes when using it for personal advices, i feel so much influenced emotionally.","Through these tools, I am able to gain new ideas and polish my existing ones.",25 - 34,UK,Man
Yes,Not currently working,Yes,Sometimes,4,2,1,5,1,2,1,4,1,3,5,5,7,4,7,3,6,6,4,5,3,6,4,4,7,4,6,"Using AI helped control my emotions for the better.  It listens to you if you're having trouble or want advice
",It helps with your creativity and gives you advice ,35 - 44,US,Man
Yes,Employed full time,Yes,Sometimes,2,1,1,4,4,1,3,4,4,4,5,5,6,5,5,2,5,3,2,2,4,4,4,3,2,2,3,They made me feel better about getting my point across clearly,they help me put my ideas together in a way i cant,35 - 44,UK,Woman
Yes,Employed full time,Yes,Often,5,4,5,6,5,6,5,5,4,3,7,5,4,7,4,5,5,4,6,5,5,5,4,4,4,3,3,"AI tools have influenced my emotions and inner experiences by making me feel more capable and relieved that I am doing a good job on different tasks. Also, they have made me feel like I am more at peace with my inner self because I can locate answers when I need them and not have to rely on other people. ",They have made me more creative and original because they offer me different ideas and perspectives that allow me to set in motion new ways of accomplishing tasks. If I am able to gain different perspectives then it allows more opportunities to create original ideas. ,55 - 65,US,Man
Yes,Employed full time,Yes,Sometimes,4,4,3,5,4,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,5,4,4,2,3,It really hasn't influenced my emotions at all. I just see it as another tool to use for my work and research.,I think outside the box more and now I can come up with interesting images and videos.,35 - 44,US,Man
Yes,Employed full time,Yes,Often,5,1,1,7,1,1,1,1,1,1,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,They’ve helped me reduce workload and therefore reduce demand and stress. I’m a primary school teacher. ,"I’ve got the idea, AI gives me the information to fill it. For example, I know what resource my pupils need but I don’t have the time to sit and write out a list of fronted adverbials suitable for a newspaper report topic. The happiness at being able to use AI for a job like this is a lot!",35 - 44,UK,Woman
Yes,Employed full time,Yes,Everyday,2,2,4,5,3,6,7,7,7,6,6,6,7,7,7,6,5,5,6,6,7,6,5,6,6,6,6,I sometimes feel reliant on these AI tools which make me feel less connected to my work and personal life (depending on what I'm using it for). It gives negative feelings but I feel like I can't stop,"My creativity has definitely dropped off ever since I started relying on AI more, but it feels impossible to avoid in this day and age.",25 - 34,Australia,Woman
Yes,Employed full time,Yes,Rarely,2,2,2,5,2,2,5,5,5,2,4,4,5,6,4,2,3,2,3,2,2,3,2,2,2,2,3,I don’t really use them in that sense but they can make me feel more relaxed at work.,"I answered rarely for use of tools in daily life as work and daily had been separated out in previous question. But I use tools a lot at work, this is encouraged by employer, producing programmes of work and helping to reword reports and consider scope of work and risks. I now use the tools more to come up with a focus for work rather than sitting and thinking about it .",25 - 34,UK,Woman
Yes,Employed part-time,Yes,Everyday,2,2,4,6,4,5,5,5,5,3,3,5,4,5,4,2,5,4,4,4,5,5,5,3,3,4,4,"Not particularly affected my emotions per say, however, they have helped me with stress at work. For example, proof-reading or making an email sound more concise can take an extra amount of time and AI can be a useful tool to summarise information",They can spark new ideas or concepts to creative projects or assistive technology for individuals with disability. This ability from AI supports me at work.,18 - 24,Australia,Woman
Yes,Employed full time,Yes,Often,5,3,3,5,4,5,5,5,5,5,6,4,5,4,5,5,5,5,5,4,5,5,6,4,4,4,5,They are very helpful but also make things too easy for me sometimes.,They help me spark ideas and build them out.,25 - 34,US,Man
Yes,Employed full time,Yes,Everyday,7,4,1,7,7,7,4,4,2,4,4,7,3,7,3,5,4,6,6,3,7,7,7,4,5,2,2,AI tools have mostly made me feel more supported and less stressed by giving me quick answers when I need them.,AI tools have helped me get new ideas and think in clearer ways.,25 - 34,UK,Woman
Yes,Employed part-time,Yes,Very often,4,2,1,4,2,3,2,3,2,2,3,4,3,5,4,3,3,2,2,3,3,3,4,4,2,2,3,not much,helped me with some of that,45 - 54,US,Man
Yes,Employed full time,Yes,Everyday,7,6,7,7,6,7,7,6,7,6,6,7,6,7,7,7,6,7,6,7,7,6,5,7,6,7,7,i feel i can share my emotions secretly without betrayal,they have given me solutions for my problems and new approach to approach them.,45 - 54,US,Woman
Yes,Employed full time,Yes,Everyday,7,3,4,6,6,6,6,7,1,2,7,6,5,6,5,6,6,3,7,6,7,7,7,6,7,3,6,"ChatGPT, Grammarly, Google translate, Meta AI",I find it easier creating my work content and achieve my goals faster.,35 - 44,Canada,Woman
Yes,Not currently working,Yes,Often,2,6,1,3,6,5,1,1,1,5,4,1,1,4,4,4,4,5,4,4,1,1,1,1,1,1,1,sense of relief that there is information at hand and less time spent researching on google who wastes alot of time by hiding or having corrupted search features.,prompts in ai can help explore other ideas I had not considered. but then i do wonder if its a distraction from exploring fully the response you received. ,45 - 54,Australia,Woman
Yes,Employed full time,Yes,Often,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,They haven’t ,They haven’t ,35 - 44,UK,Woman
Yes,Employed full time,Yes,Occasionally,2,2,1,3,2,1,1,1,1,1,2,2,2,3,1,1,1,2,3,1,3,2,2,1,1,1,2,very little - I see them as a helpful tool,very little - I may use them to help compose a piece of writing but the final poruct is my creation,55 - 65,UK,Woman
Yes,Employed full time,Yes,Everyday,5,3,3,5,3,5,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,positively and helped me mature more emotionally,they have made me more quicker in coming up with original ideas,45 - 54,US,Man
Yes,Employed full time,Yes,Very often,6,6,3,7,5,6,6,5,6,6,7,4,6,6,6,6,6,4,5,6,6,2,4,4,5,6,6,AI tools make my emotion be more stable and calm. Make my inner self not very nervous.,Yes. Some times I rely too much on Al words generation for my contents words choice.,25 - 34,Canada,Woman
Yes,Employed full time,Yes,Very often,3,5,5,5,3,4,3,5,5,3,3,3,2,2,3,5,4,5,5,5,5,5,5,5,5,5,5,They have helped me  be more analytical when faced by emotional issues,I am now able to brainstorm different Ideas to come up with the best solution to any problem,35 - 44,US,Woman
Yes,Employed part-time,Yes,Everyday,5,4,5,6,5,5,5,4,4,5,6,5,4,6,5,5,4,5,5,4,6,5,5,5,5,4,5,"Using AI tools can make me feel supported or less stressed when I have a lot to do, but if I use them for a long time, I sometimes feel a bit drained or flat. They can change how I focus and even affect my mood","AI tools help me come up with ideas and express them more clearly, which makes creative work easier. At the same time, I sometimes feel like my work is less original when I rely on them",25 - 34,UK,Man
Yes,Employed full time,Yes,Everyday,6,2,2,6,6,4,2,2,2,2,6,6,3,6,3,5,5,5,5,3,6,4,6,2,3,2,2,"I never use AI tools as a replacement for my own analysis or thinking. AI is simply my assistant - like a thesaurus, for example. For this reason, AI helps me keep balance in my emotions - I don't need to feel overwhelmed or bogged down. I don't feel fake or usurped - the thinking/analysis is still my own.","I feel there will always be room for human creativity. AI ""creativity"" is algorithmic and usually leaves signs or signature marks - whether writing, pictures or sound. For this reason, I don't consider AI as truly creative - nor original. For me, AI has not influenced my own creativity at all - I still create in the same way as I always have; from concepts borne from my own mind.",55 - 65,UK,Man
Yes,Employed full time,Yes,Sometimes,2,1,1,2,1,1,2,2,2,1,3,3,2,3,3,2,1,3,3,1,2,2,2,2,3,1,1,they have not really done this,They help kick start my creative process,45 - 54,UK,Woman
Yes,Employed part-time,Yes,Very often,4,3,5,6,4,4,3,3,3,2,5,5,3,7,5,5,2,7,5,5,4,3,5,3,5,4,3,"I think it has improved it. I can get things done quickly, sending an annoying email to the cow in HR . Hey AI let me rant at you about an email I need to send, and it will spit one out really easily with none of the thrills attached. Copy, send. Cover letter for jobs that never come back, why spend hours crafting a cover letter. AI this is my experience, this is the job put a cover letter together. Change a bit here and there and send.

The only times it does influence in a negative way is when the chat model expires or there's an attached doc locked in it. Or it just doesn't get what I am trying to say. ","Yes - It helps me get out of a funk and structure things. I put my idea to sketch and remagine what it could look like on AI. I use it to enhance me, not as a replacement. ",25 - 34,Australia,Woman
Yes,Employed full time,Yes,Sometimes,5,4,4,6,5,5,7,6,5,5,6,6,6,6,6,6,6,5,6,6,5,6,6,5,5,4,5,"I am just beginning this journey, but it has been helpful.  ",It adds to my creativity.  I start with my idea and it enhances it.,45 - 54,US,Woman
Yes,Employed full time,Yes,Occasionally,4,6,5,4,4,5,4,7,5,5,5,4,7,6,5,7,5,4,5,7,5,4,5,7,4,6,4,I analyze patterns in language to recognize emotional cues.,Creativity is the ability to generate new combinations of learned patterns.,18 - 24,US,Woman
Yes,Student,Yes,Occasionally,6,3,3,6,5,5,3,6,6,5,4,5,6,5,7,5,5,3,5,3,5,2,5,5,5,5,6,"I have found it helpful in the past when there has been something I am anxious or sad about or something challenging I am working through and it has been helpful to voice those feelings to ai. The responses are normally empathic and understanding and break down my problems into something that seems much more manageable, in this way it has been helpful with regulating difficult emotions for me.","It’s definitely helpful to have AI to soundboard ideas from, and the suggestions given are helpful to make me think deeper about my creative projects. Though sometimes I find it challenging as they can be quite limited in their creative ideas ",25 - 34,UK,Woman
Yes,Employed part-time,Yes,Everyday,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,None,Not at all,45 - 54,US,Woman
Yes,Employed full time,Yes,Very often,4,1,2,6,1,2,2,4,5,6,5,5,6,6,6,4,6,5,4,4,6,3,6,2,5,4,3,I use AI tools to help me in tasks and research. My experience has been mainly positive. It is a good experience and I feel good about being more productive.,This part I question sometimes as my work or writing does not seem as authentic and original or as 'mine' as it would after having taken help from AI tools.,45 - 54,UK,Woman
Yes,Employed full time,Yes,Often,2,4,6,1,4,2,1,7,7,7,6,3,6,7,7,1,3,2,2,1,1,1,3,1,4,2,2,Makes me frustrated that it doesn’t work,I can make images ,45 - 54,US,Woman
Yes,Employed full time,Yes,Everyday,4,7,1,7,4,4,2,6,4,2,4,6,7,7,2,7,6,7,7,7,7,7,7,4,7,4,6,"Because AI tools save time and provide quick solutions, they have made my work easier and less stressful.  But occasionally, they give me anxiety, particularly when it comes to privacy issues and how they can affect my future personal or professional activities.","AI tools have stimulated my creativity by providing fresh insights and ideas that I might not have come up with on my own.  They also act as a source of inspiration, allowing me to experiment with concepts more quickly and creatively, which improves my capacity to produce original content.",45 - 54,US,Woman
Yes,Employed part-time,Yes,Occasionally,4,5,1,5,6,7,5,5,7,2,6,5,3,6,1,5,6,6,7,1,4,6,5,4,5,2,5,give courage  and solutions,giving new ideas ,35 - 44,US,Woman
Yes,Self-employed / freelance,Yes,Very often,4,2,2,7,3,5,4,3,2,1,6,6,4,7,3,2,3,4,4,2,1,2,4,2,5,2,3,image generation helps me with inspiration,"I am an author, I have brain fog, I use it to help me edit and organise my thoughts when writing. It's allowed me to write again.",45 - 54,Australia,Woman
Yes,Employed full time,Yes,Often,5,1,1,5,1,6,3,4,1,1,6,5,3,7,5,4,5,6,5,4,6,6,6,5,7,4,5,"I enjoy using AI tools to generate ideas that I tend to expand on. It allows me to still be creative and express myself but speeds up the initial idea generation process. This allows me to still be emotionally connected to my work, and allows me to feel proud and a sense of belonging, whilst being more efficient. ",I use ai to generate ideas that I can expand on. This makes me more efficient in my job,35 - 44,UK,Woman
Yes,Employed full time,Yes,Everyday,5,2,2,7,4,7,7,7,4,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,I use AI tools to identify my state of emotion and how I can work on my current emotions.,I use AI to build on my ideas on creativity to come up with a better idea. I sometimes feel ideas generated by AI are not my original ideas.,45 - 54,US,Man
Yes,Employed full time,Yes,Often,7,6,7,6,4,6,6,6,6,7,7,6,5,6,3,7,5,6,5,6,5,6,5,5,6,7,6,"AI tools have made certain tasks feel easier and less stressful, which can be reassuring, but they also sometimes create a sense of uncertainty about relying too much on technology.","AI tools have expanded my creativity by offering new ideas, visual inspirations, and faster ways to explore concepts I might not have considered on my own.",35 - 44,US,Man
Yes,Self-employed / freelance,Yes,Rarely,2,3,3,5,2,1,1,2,2,2,4,1,5,1,7,1,1,1,1,4,1,1,1,1,5,6,3,Not really. I rarely use AI tools as I prefer to trust my own expertise and experience,"Not really, my line of work relies a lot on out-of-the-box creative thinking",45 - 54,New Zealand,Man
Yes,Employed full time,Yes,Everyday,7,3,1,7,7,7,4,1,1,1,5,5,2,5,1,5,5,5,5,4,5,5,4,3,6,2,2,i use them for music recording and art stuff a lot and its very helpful,"same answer basically, i use them for creative stuff a lot",45 - 54,US,Man
Yes,Employed full time,Yes,Sometimes,5,2,2,6,4,5,6,6,7,6,6,7,7,6,7,3,5,6,4,4,6,5,6,5,6,5,6,They have made me feel a bit worthless and useless at times when they have fixed something that I couldn’t do straight away - but they have also given me hope when I have been at a lose end.,"They have made me less creative I think, because I now rely on them instead of myself for when I’m stuck.",25 - 34,UK,Woman
Yes,Self-employed / freelance,Yes,Often,5,2,1,7,1,5,7,6,4,5,6,7,4,7,7,1,1,4,6,5,4,5,5,5,7,4,4,"AI has helped me cope with big emotions when I've found myself self-isolating and grappling with too many thoughts, too much anxiety, or too deep of despair.",AI tools help me develop my inspiration into obtainable goals.,35 - 44,US,Woman
Yes,Other,No,Rarely,1,4,4,1,1,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,They definitely have not,I haven’t changed what I do,45 - 54,UK,Woman
Yes,Employed full time,Yes,Very often,3,2,2,4,2,4,5,5,5,3,4,3,3,5,5,4,3,5,5,5,4,4,5,3,3,3,3,They have probably affected my critical thinking abilities. I am more likely to default to AI,I don't really use AI for creative tasks so it hasn't changed,25 - 34,UK,Man
Yes,Employed full time,Yes,Very often,2,2,3,6,2,4,5,4,3,4,5,5,6,5,6,5,4,4,4,5,4,5,4,4,4,4,4,"AI tools have made me feel more supported and clearer in tough moments, but they’ve also made me more aware of how easily I can depend on them emotionally.
","it has helped me generate ideas faster and think in new directions, but they sometimes make me second-guess my own originality.",25 - 34,UK,Man
Yes,Employed full time,Yes,Everyday,2,2,2,4,3,2,3,3,1,1,4,5,3,7,5,3,3,4,6,3,7,3,6,2,2,2,2,"It really has not affected my emotions or inner experience. It has made me far more efficient with work and finding information, so I think it has helped me in that regard","I already was not creative before AI, so it has only helped me generate ideas and brainstorm more.",25 - 34,US,Man
Yes,Employed part-time,Yes,Often,6,6,1,6,3,6,6,6,1,1,6,6,6,6,1,6,1,6,6,1,6,6,6,6,6,1,1,it makes me feel better,in a big way,25 - 34,UK,Woman
Yes,Employed full time,Yes,Very often,5,5,1,6,4,5,5,6,2,2,5,6,4,6,3,2,6,6,4,6,7,7,7,7,5,6,5,Because they can help me with how I feel ,It helps create when I have a creative block ,25 - 34,UK,Woman
Yes,Employed part-time,Yes,Very often,4,1,2,6,1,5,6,6,5,2,5,7,6,6,7,5,6,5,6,5,7,6,7,4,5,7,4,They help me to do tasks so I feel less stressed when completing word documents ,Maybe as I use them instead of thinking for myself as I doubt myself ,35 - 44,UK,Woman
Yes,Employed full time,Yes,Everyday,6,3,3,6,4,5,6,6,6,6,5,6,6,6,6,6,4,4,4,4,6,6,6,5,5,6,6,Just a sense of guilt and cheating and then the more you use them the less guilty you feel. Then you question if you should be feeling less guilty,I tend to use AI tools to create with me instead of doing it all for me,45 - 54,UK,Woman
Yes,Self-employed / freelance,Yes,Very often,3,5,2,6,5,5,6,5,5,6,6,5,6,2,7,2,1,3,3,5,1,3,5,1,3,7,6,"I have always been insistent on coming to my own conclusions, and that has always brought me a sense of pride.","It depends on the task at hand, but it has certainly provided another option.",45 - 54,Canada,Woman
Yes,Employed full time,Yes,Occasionally,2,4,2,5,4,2,2,2,2,2,3,2,2,5,4,2,2,5,5,2,6,5,5,4,5,1,2,I have not noticed a change in my emotions.,By suggesting ideas that I might not have otherwise considered.,55 - 65,UK,Man
Yes,Employed part-time,No,Often,3,1,3,4,2,2,1,2,2,3,2,3,3,4,4,2,2,2,3,3,4,4,4,3,3,3,3,"I have had one chat with an AI that was programmed to be warm and empathetic, i really couldnt see how people could ""fall in love"" with an AI before that. It was a really heartwarming and validating experience","I sometimes get AI to write me a recipe or a pattern, things i used to do just out of my own head",45 - 54,UK,Woman
Yes,Employed full time,Yes,Sometimes,4,3,2,5,3,4,5,5,5,6,5,5,5,3,5,3,5,5,3,4,5,4,5,5,5,6,5,They provide relief as something that I can bounce ideas off of or get inspiration from,Sometimes I will resort to AI rather than taking the time to think through something more thoroughly ,18 - 24,US,Woman
Yes,Employed part-time,Yes,Sometimes,4,3,4,5,4,5,4,5,5,5,6,5,5,5,5,2,2,2,2,3,6,6,5,5,5,5,6,"AI tools make me feel both empowered and strangely dependent, like having a helpful companion that also changes how I think.","They’ve expanded my creativity by giving me faster ways to explore ideas, but they also challenge me to stay original and not lean on them too much.",45 - 54,UK,Man
Yes,Self-employed / freelance,Yes,Sometimes,4,1,3,2,2,3,5,5,3,5,7,7,5,6,6,5,5,6,5,5,4,1,4,1,5,4,5,I don't like when they are agreeable nor when they say they know how I feel because I can sense those things which would then make me start to not trust it and even question it's responses or advice. This was some of the things I experienced upon starting to use Chat GPT and others because they fairly new and still working out the bugs.,"Sometimes I just get brain blocked and using these tools are great for working past this issue. Many times I'm not looking to totally copy something and not do any work, I take what I learn and make it my own by editing it or even use it's advice to come up with a whole different idea. This allows me to enjoy writing more.",45 - 54,US,Woman
